"구분","등록번호","청구기호","서명","저작자","발행자","발행년","가격","자료실명"
"1878","EM0000381998","MC 495.2-최72-15","(개미에게 배우는) 끈기  : 개미와 자연재해","최재천 글  ; 박상현 그림","리잼","2019","11000","어린이열람실"
"1879","EM0000381999","MC 495.2-최72-14","(개미에게 배우는) 나눔  : 개미와 식물","최재천 글  ; 박상현 그림","리잼","2019","11000","어린이열람실"
"1880","EM0000382000","MC 495.2-최72-13","(개미에게 배우는) 적응력  : 개미와 기후","최재천 글  ; 박상현 그림","리잼","2019","11000","어린이열람실"
"1881","EM0000382001","J495-요59ㄱ","곤충의 몸무게를 재 볼까","요시타니 아키노리 글·그림  ; 고향옥 옮김","한림","2019","12000","어린이열람실"
"1882","EM0000382002","MC 457-한51ㅈ-2","점박이 한반도의 공룡. 2  : 새로운 낙원  : 한 권으로 보는 한반도의 공룡들","한상호 글  ; EBS, 드림써치 C&C 그림","키움","2019","10000","어린이열람실"
"1883","EM0000382003","MC 833.6-야31ㄱ","(그림책 읽는) 고양이 소크라테스","야마구치 다오 글  ; 다마루 요시에 그림  ; 김정화 옮김","스콜라","2019","11000","어린이열람실"
"1884","EM0000382004","J400-신832ㄴ-10","놓지 마 과학!. 10, 정신이 동물에 정신 놓다","신태훈 ; 나승훈[공저]","위즈덤하우스","2019","9800","어린이열람실"
"1885","EM0000382005","MC 481-이68ㄴ-2","누구일까 식물 친구. 2, 꽃과 나무","이은정 글","이룸아이","2019","13800","어린이열람실"
"1886","EM0000382006","J873-파219ㅁ","물방울이 바다에 떨어지면","라이몬 파니카 원작  ; 이네스 카스텔 브랑코 지음  ; 권혁주 옮김","한울림어린이","2019","13000","어린이열람실"
"1887","EM0000382007","J484-그231ㅂ","버섯 팬클럽","엘리즈 그라벨 지음  ; 권지현 옮김","씨드북","2019","12000","어린이열람실"
"1888","EM0000382008","J472-클233ㅂ","(은밀하고 위대한) 변신도감  : 12가지 동식물의 환상적인 변신 이야기","프레데릭 클레망 글·그림  ; 박선주 옮김","책과콩나무","2019","13000","어린이열람실"
"1889","EM0000382009","J400-벨235ㅃ","뿡!  : 재미있게 터지는 방귀 속 과학 이야기","알라 벨로바 그림  ; 보리스 보이체홉스키 글  ; 레나 옮김","청어람미디어","2019","12000","어린이열람실"
"1890","EM0000382010","J408-상51-3","상상수집가 조르주. 3, 크레인","마리 노비옹 외 5인 글 ; 오렐리앙 데바 외 11인 그림  ; 이희정 옮김","고래뱃속","2019","10000","어린이열람실"
"1891","EM0000382011","J471-카238ㅅ","생명의 모험  : 찰스 다윈과 함께 비글호를 타고 떠나는 시간여행","에우달드 카르보넬 글 ; 필라린 바예스 그림 ; 박정훈 옮김","찰리북","2019","17000","어린이열람실"
"1892","EM0000382012","J400-이67ㅅ","속담에서 숨은 과학 찾기","이윤진 글 ; 김연승 그림","채우리","2019","9500","어린이열람실"
"1893","EM0000382013","MC 495-히235ㅅ","숲속의 곤충 씨름","히로노 다카코 글  ; 히로노 겐이치 그림  ; 김소연 옮김","천개의바람","2019","11000","어린이열람실"
"1894","EM0000382014","J410-한43ㅇ","(공부방 선생님을 위한) 아주 쉬운 수학놀이 : 폴리오미노편","한버공 지음","청송문화사","2019","18000","어린이열람실"
"1895","EM0000382015","J499-보239ㅇ","(아기 돌고래 상괭이의) 우리 바다 여행  : 우리 바다에 사는 바다 동물","보리 글  ; 조광현 그림","보리","2019","15000","어린이열람실"
"1896","EM0000382016","J843-루49ㅂ","(이웃집 공룡) 볼리바르","숀 루빈 지음  ; 황세림 옮김","스콜라","2019","19000","어린이열람실"
"1897","EM0000382017","J507-세53ㅈ","즐거운 종이 실험실  : 메이커: 미래 과학자를 위한 프로젝트  : 집에서 만드는 종이 발명품","캐시 세서리 지음  ; 이승택, 이재분, 이준성 옮김","꿈결","2019","13800","어린이열람실"
"1898","EM0000382018","J005.1-김44ㅋ","코딩의 신 : 과학편","김병부 지음 ; 이재용 그림","지앤선","2019","12000","어린이열람실"
"1899","EM0000382019","J408-임67ㅂ","(쿠키런) 박물관 과학 상식","임우영 글 ; 이태영 그림","서울문화사","2019","10500","어린이열람실"
"1900","EM0000382020","MC 863-포18ㅌ","특종! 공룡이 나타났다","포그 글  ; 아녜스 에르눌 그림  ; 이세진 옮김","그레이트 Books(그레이트북스)","2019","11500","어린이열람실"
"1901","EM0000382021","J859.3-펜223ㅎ","하요 왕자의 행복한 숫자 왕국","엣바르트 판 더 펜덜 글  ; 마티아스 더 레이우 그림  ; 김서정 옮김","그림책공작소","2019","15000","어린이열람실"
"1902","EM0000382022","J300-김53ㄷ","(함께 사는) 동물","김성호 글  ; 손지희 그림","지학사아르볼","2019","11000","어린이열람실"
"1903","EM0000382023","J470-류72ㅎ","행복한 생명","류재숙 글  ; 원정민 그림","분홍고래","2019","13000","어린이열람실"
"1904","EM0000382024","J594-고68ㄱ","(재료부터 만드는 방법까지 한눈에 살펴보는) 김치 도감","고은정 글  ; 안경자 그림","현암주니어","2019","15000","어린이열람실"
"1905","EM0000382025","MC 539-박67ㄴ","나도 플라스틱을 줄일 수 있어요!","박윤재 지음","거인","2019","12000","어린이열람실"
"1906","EM0000382026","J181-피215ㄴ","나를 움직이는 리모컨, 뇌  : 영재들의 비밀","플로랑스 피노 글 ; 세브린 아수 그림 ; 권지현 옮김","노란상상","2019","11000","어린이열람실"
"1907","EM0000382027","J507.5-곰225-26","내일은 발명왕  : 본격 대결 과학 발명 만화. 26, 내일은 퀴즈왕","곰돌이 co. 글  ; 홍종현 그림","미래엔","2018","12800","어린이열람실"
"1908","EM0000382028","J507.5-곰225-27","내일은 발명왕  : 본격 대결 과학 발명 만화. 27, 집을 위한 발명","곰돌이 co. 글  ; 홍종현 그림","MiraeN아이세움","2019","12800","어린이열람실"
"1909","EM0000382029","J408-김53ㅁ","미래가 온다 로봇","김성화, 권수진 글  ; 이철민 그림","와이즈만 Books","2019","13000","어린이열람실"
"1910","EM0000382030","J594-백75ㄷ-1","(백종원의) 도전 요리왕  : 음식으로 맛보는 세계 역사 문화 체험. 1, 일본","백종원 ; 얌이 글  ; 이정태 그림","위즈덤하우스","2019","12000","어린이열람실"
"1911","EM0000382031","J594-백75ㄷ-1=2","(백종원의) 도전 요리왕  : 음식으로 맛보는 세계 역사 문화 체험. 1, 일본","백종원 ; 얌이 글  ; 이정태 그림","위즈덤하우스","2019","12000","어린이열람실"
"1912","EM0000382032","J811.8-김66ㅅ","섬마을 아이의 해시계 그리기 : 김용구 동시집","김용구 지음","그루","2019","12000","어린이실(지역문인)"
"1913","EM0000382033","J539-정64ㅅ","시끌시끌 소음공해 이제 그만!","정연숙 글  ; 최민오 그림","와이즈만 Books","2019","12000","어린이열람실"
"1914","EM0000382034","J556-탈13ㅅ","(우리가 꼭 알아야 할) 세상 모든 중장비","탈것발전소 지음","주니어골든벨","2019","13000","어린이열람실"
"1915","EM0000382035","MC 472-뱅35ㅇ","우리가 함께 쓰는 물, 흙, 공기","몰리 뱅 지음  ; 엄혜숙 옮김","도토리나무","2019","12000","어린이열람실"
"1916","EM0000382036","J539-방39ㅊ","착한 옷을 입어요","방미진 글  ; 소복이 그림","위즈덤하우스","2012","10000","어린이열람실"
"1917","EM0000382037","J634.9-쓰11ㄷ","(누구나 쉽게 만들 수 있는) 다면체 종이접기","쓰가와 미오 지음 ; 김현영 옮김","탐나는 책","2019","10000","어린이열람실"
"1918","EM0000382038","J651-정53ㄸ","(솔직하게 내 마음을 표현하는) 뚝딱뚝딱 나만의 감정 이모티콘 그리기","정선화 글·그림","가나","2019","12000","어린이열람실"
"1919","EM0000382039","MC 813.7-주64ㅇ","오케스트라","주연경 글·그림","한솔수북","2019","13000","어린이열람실"
"1920","EM0000382040","J650-앰58ㅇ","융합 인재로 만들어 주는 창의 탄탄 미술 놀이  : 생각하기 상상하기 도전하기","조지아 앰슨-브래드쇼 글 ; 해리엇 러셀 그림 ; 한지희 옮김","사파리","2019","11000","어린이열람실"
"1921","EM0000382041","J383-장64ㅈ","(다문화가정 어린이들과 함께하는) 전래놀이야 놀자","장영주 글 ; 김선미 그림","글사랑","2019","11000","어린이열람실"
"1922","EM0000382042","J691-야211ㅎ-1","호빵맨과 같이 놀자. 1 : 퀴즈 퍼즐 미로","야나세 다카시 지음 ; 야나세 스튜디오 그림","대원키즈","2019","6500","어린이열람실"
"1923","EM0000382043","J745-장64ㅇ-27","(그램그램) 영문법 원정대. 27, 무의식 세계에서 Opinion을 말해 골드 카드를 찾아라!","브릭스 지음 ; 김덕영 그림","사회평론","2019","10800","어린이열람실"
"1924","EM0000382044","J711.47-시239ㅁ-43","(손오공의 한자 대탐험) 마법천자문. 43, 약속해라! 맺을 약","김현수 글 ; 홍거북 그림","북이십일","2018","9800","어린이열람실"
"1925","EM0000382045","J711.47-시239ㅁ-44","(손오공의 한자 대탐험) 마법천자문. 44, 죄를 씻어 내라! 목욕할 욕","김현수 글 ; 홍거북 그림","아울북","2019","9800","어린이열람실"
"1926","EM0000382046","중(J) 720-최66ㅃ-1","빵빵한 어린이 중국어. Step1-2","최용희 지음","시사중국어사","2019","31600","중국문화정보실"
"1927","EM0000382047","중(J) 720-최66ㅃ-2","빵빵한 어린이 중국어. Step1-2","최용희 지음","시사중국어사","2019","31600","중국문화정보실"
"1928","EM0000382048","J714-한79ㅅ","(초등학교 선생님이 알려주는 초등학생이 꼭 알아야 할) 새콤달콤 고사성어 사전","한지혜 글  ; 최고은 그림","미래와경영","2019","12000","어린이열람실"
"1929","EM0000382049","J710-이49ㄱ","(안녕 자두야) 국어두뇌가 뻥 터지는 우리말 놀이","이빈 캐릭터 원작  ; 이영민 글  ; 문평윤 그림","채우리","2018","9000","어린이열람실"
"1930","EM0000382050","J710-이49ㄱ","(안녕 자두야) 국어 실력이 빵 터지는 속담 놀이","이빈 캐릭터 원작 ; 이영민 글  ; 조경봉 그림","채우리","2018","9000","어린이열람실"
"1931","EM0000382051","J717-국239ㅍ-1","(초등학생을 위한) 표준 한국어 : 고학년 의사소통. 1-4","국립국어원 기획 ; 이병규 외 지음","마리북스","2019","11000","어린이열람실"
"1932","EM0000382052","J717-국239ㅍ-1=2","(초등학생을 위한) 표준 한국어 : 고학년 의사소통. 1-4","국립국어원 기획 ; 이병규 외 지음","마리북스","2019","11000","어린이열람실"
"1933","EM0000382053","J717-국239ㅍ-2","(초등학생을 위한) 표준 한국어 : 고학년 의사소통. 1-4","국립국어원 기획 ; 이병규 외 지음","마리북스","2019","9500","어린이열람실"
"1934","EM0000382054","J717-국239ㅍ-3","(초등학생을 위한) 표준 한국어 : 고학년 의사소통. 1-4","국립국어원 기획 ; 이병규 외 지음","마리북스","2019","9000","어린이열람실"
"1935","EM0000382055","J717-국239ㅍ-4","(초등학생을 위한) 표준 한국어 : 고학년 의사소통. 1-4","국립국어원 기획 ; 이병규 외 지음","마리북스","2019","9000","어린이열람실"
"1936","EM0000382056","MC 813.7-띠229-[3]","(띠띠뽀 띠띠뽀) TV에 나오고 싶어요","키즈아이콘 [편]","키즈아이콘","2019","8000","어린이열람실"
"1937","EM0000382057","MC 813.7-띠229-[4]","(띠띠뽀 띠띠뽀) 꼬마 기차들의 합창","키즈아이콘 [편]","키즈아이콘","2019","8000","어린이열람실"
"1938","EM0000382058","MC 813.7-띠229-[5]","(띠띠뽀 띠띠뽀) 채석장에 간 띠띠뽀","키즈아이콘 [편]","키즈아이콘","2019","8000","어린이열람실"
"1939","EM0000382059","MC 813.7-띠229-[6]","(띠띠뽀 띠띠뽀) 친구가 되고 싶어요","키즈아이콘 [편]","키즈아이콘","2019","8000","어린이열람실"
"1940","EM0000382060","MC 813.7-띠229-[7]","(띠띠뽀 띠띠뽀) 픽스와 리프트의 비밀","키즈아이콘 [편]","키즈아이콘","2019","8000","어린이열람실"
"1941","EM0000382061","MC 550-그239ㅌ","(199) 탈것 : 우리 아이 첫 낱말 사전","제시카 그린웰 지음 ; 가브리엘레 안토니니 그림","어스본코리아","2019","9000","어린이열람실"
"1942","EM0000382062","J811.8-김69ㅇ","(2019) 오늘의 좋은 동시","김이삭, 맹문재 엮음","푸른사상(푸른사상사)","2019","13000","어린이열람실"
"1943","EM0000382063","J813.7-송58ㅅ","3월이 방학인 학교","송승주 동화  ; 김유진 그림","책읽는곰","2019","9500","어린이열람실"
"1944","EM0000382064","J833.8-오47-4","5분 후 의외의 결말. 4, 검은 유머","학연플러스 편저 ; 최윤영 옮김","루덴스미디어","2019","9000","어린이열람실"
"1945","EM0000382065","MC 843-야821ㄱ","거인이면 뭐 어때!","댄 야카리노 지음  ; 유수현 옮김","소원나무","2019","13500","어린이열람실"
"1946","EM0000382066","몽(J) 839.3-윤58ㄱ","고양이는 왜 똥을 숨기게 되었을까","윤승주 글(몽골어·한국어)  ; 홍지현 글(영어)  ; 윤승주 그림","아시안허브","2019","6000","어린이열람실"
"1947","EM0000382067","MC 375.1-프239ㄱ","괜찮아, 넌 할 수 있어!","클레르 프리드먼 글 ; 가비 한센 그림 ; 양은진 옮김","세상모든책","2019","12000","어린이열람실"
"1948","EM0000382068","MC 863-레58ㄱ","그 녀석이 왔다!","아녜스 드 레스트라드 글  ; 마리 도를레앙 그림 ; 유민정 옮김","그린북","2019","12000","어린이열람실"
"1949","EM0000382069","J813.7-박94ㄱ","그렇게 안 하고 싶습니다","박혜선 글  ; 이윤희 그림","시공주니어","2019","10000","어린이실(지역문인)"
"1950","EM0000382070","J833.6-요59ㅉ","(극장판) 짱구는 못말려 : 아뵤! 쿵후 보이즈, ~라면대란~","요시토 우스이 원작 ; 학산문화사 편집부 지음","학산문화사","2019","9800","어린이열람실"
"1951","EM0000382071","MC 813.5-양94ㄱ","금도끼 은도끼","양혜원 글  ; 김현수 그림","하루놀","2019","11800","어린이열람실"
"1952","EM0000382072","J380-김57ㄱ","금자동아 은자동아  : 할머니가 들려주신 육아책","김숙년 이야기 할머니  ; 김익선 글  ; 김효순 그림","장영","2019","12000","어린이열람실"
"1953","EM0000382073","J813.7-이17ㄱ","기미년 태극기 특공대!","이규희 글  ; 장정오 그림","꿈터","2019","12000","어린이열람실"
"1954","EM0000382074","MC 813.7-이92ㄲ","까마귀의 화려한 깃털","이향숙 글 ; 원아영 그림","하루놀","2019","11800","어린이열람실"
"1955","EM0000382075","MC 863-메818ㅇ","(까망이) 에드가","알랑 메츠 글.그림 ; 박항초 옮김","반올림","2019","12000","어린이열람실"
"1956","EM0000382076","MC 813.7-한17ㄲ","꼬마 지니와 무 오토바이","한규호 글 ; 원성현 그림","받침없는동화","2019","7500","어린이열람실"
"1957","EM0000382077","J853-좀33ㄲ-7","꼬마 흡혈귀. 7, 오싹한 여행","앙겔라 좀머-보덴부르크 글 ; 파키나미 그림 ; 이은주 옮김","거북이북스","2019","12000","어린이열람실"
"1958","EM0000382078","J811.8-전17ㄴ","나답게 너답게","전국초등국어교과 고양모임 햇별 지음","삶말","2019","7000","어린이열람실"
"1959","EM0000382079","J811.8-전17ㄴ","나도 예쁜 꽃이 되고 싶다","전국초등국어교과 안산모임 잎싹 엮음","삶말","2019","7000","어린이열람실"
"1960","EM0000382080","MC 843-브231ㄴ","나의 프리다  : 세상의 모든 프리다에게","앤서니 브라운 글·그림  ; 공경희 옮김","웅진주니어","2019","13000","어린이열람실"
"1961","EM0000382081","J813.7-장53ㄴ","내 왼편에 서 줄래  : 장성자 동화집","장성자 지음  ; 김소희 그림","문학과지성사","2019","10000","어린이열람실"
"1962","EM0000382082","MC 813.7-한58ㄴ","내가 엄마야!","한승민 지음","고래가숨쉬는도서관","2019","12000","어린이열람실"
"1963","EM0000382083","J843-로239ㄴ","내가 주인공이야","로이스 로리 지음  ; 미디 토마스 그림  ; 이어진, 이금이 옮김","보물창고","2019","12500","어린이열람실"
"1964","EM0000382084","J813.7-이53ㄴ","내일도 야구  : 이석용 장편동화","이석용 지음  ; 한지선 그림","창비","2019","10800","어린이열람실"
"1965","EM0000382085","J813.7-강96ㄴ","너나 먹어, 쌀엿!","강효미 글  ; 조윤주 그림","밝은미래","2019","12000","어린이열람실"
"1966","EM0000382086","MC 863-코93ㄴ","너는 누구니","로리 코헨 글 ; 마조리 베알 그림 ; 금동이책 옮김","금동이책","2019","13000","어린이열람실"
"1967","EM0000382087","J980-폴39ㄴ","너는 어떻게 학교에 가  : 세계 어린이들의 등굣길 모험","미란다 폴, 바트스트 폴 글  ; 이사벨 무뇨즈 그림  ; 오필선 옮김","한겨레","2019","12000","어린이열람실"
"1968","EM0000382088","J843-존58ㄴ","네 명의 할머니","다이애나 윈 존스 지음 ; 사타케 미호 그림 ; 김시경 옮김","가람어린이","2019","12500","어린이열람실"
"1969","EM0000382089","MC 859.3-벨838ㄴ","누구 손잡을까","튀버 벨트캄프 글 ; 바우터르 튈프 그림 ; 유동익 옮김","국민서관","2019","12000","어린이열람실"
"1970","EM0000382090","J911.06-이77ㄷ","대한민국 생일은 언제일까요","이주영 글","현북스","2019","11000","어린이열람실"
"1971","EM0000382091","캄(J) 839.83-리51ㄷ","도깨비 바늘 남자","리싸락 글(캄보디아·한국어) ; 김지혜 글(영어)  ; 김선영 그림","아시안허브","2019","6000","어린이열람실"
"1972","EM0000382092","MC 813.7-한17ㄷ","도깨비의 귀가 아파요","한규호 글  ; 반정원 그림","받침없는동화","2012","7500","어린이열람실"
"1973","EM0000382093","J813.7-최45ㄷ","도서관으로 간 씨앗","최봄 글  ; 박다솜 그림","가문비어린이","2019","10000","어린이열람실"
"1974","EM0000382094","J491-신94ㄷ","동물원에 갇힌 슈퍼스타","신현경 글  ; 김고은 그림","해와나무","2019","10000","어린이열람실"
"1975","EM0000382095","J843-로848ㄷ","둘리틀 박사와 초록 카나리아","휴 로프팅 지음  ; 장석봉 옮김","궁리","2019","13000","어린이열람실"
"1976","EM0000382096","J843-로848ㄷ","둘리틀 박사의 퍼들비 모험","휴 로프팅 지음  ; 임현정 옮김","궁리","2019","12000","어린이열람실"
"1977","EM0000382097","MC 813.7-김57ㄸ","똑같네 똑같아  : 김숭현 그림책","김숭현 글·그림","북극곰","2019","15000","어린이열람실"
"1978","EM0000382098","J813.7-서79ㄸ-1","똥꼬맨과 왕뿡 : 우주 최강 뿡뿡! 고민 해결사. 1","서지원 글 ; 이형진 그림","채우리","2019","9500","어린이열람실"
"1979","EM0000382099","MC 863-쇼43ㄸ","뜻밖의 도시 탐험","벵자맹 쇼 글·그림  ; 염명순 옮김","여유당","2019","14000","어린이열람실"
"1980","EM0000382100","J843-그231ㄷ","(레몬첼로 도서관) 도서관 올림픽","크리스 그라번스타인 글  ; 정회성 옮김","사파리","2019","13000","어린이열람실"
"1981","EM0000382101","J843-디845ㄹ","로빈슨 크루소","다니엘 디포 글  ; N.C. 와이어스 외 그림  ; 김영선 옮김","시공주니어","2007","15000","어린이열람실"
"1982","EM0000382102","J813.7-유94ㄹ","룰루와 대홍수","유현산 글  ; 김삼현 그림","이마주","2019","12000","어린이열람실"
"1983","EM0000382103","J843-루69ㄴ-1","나니아 나라 이야기. 1,  마법사의 조카","C. S. 루이스 글  ; 폴린 베인즈 그림  ; 햇살과나무꾼 옮김","시공주니어","2001","12000","어린이열람실"
"1984","EM0000382104","미(J) 839.73-한58ㅁ","마운포와 호랑이  = Maunpo and the tiger","한승희 글(한국어) ; 마킨메이타 글(미얀마어) ; 심영준 글(영어)  ; 김다인 그림","아시안허브","2019","6000","어린이열람실"
"1985","EM0000382105","J813.7-윤64ㅁ","말들이 사는 나라","윤여림 글 ; 최미란 그림","위즈덤하우스 미디어그룹","2019","13800","어린이열람실"
"1986","EM0000382106","J811.8-하813ㅁ","말을 헹구다","하청호 동시  ; 김천정 그림","아침마중","2019","12000","어린이실(지역문인)"
"1987","EM0000382107","MC 843-테828ㅁ","모두 짝이 있어요","브리타 테큰트럽 글.그림 ; 문주선 옮김","알에이치코리아","2019","12000","어린이열람실"
"1988","EM0000382108","MC 375.1-미67ㅁ","모이모이와 키리  : 말과 형태를 연결하는 과학 그림책  : 아기 머릿속에 있는 말과 형태를 연결하는 신기한 여행","미우라 시마루 지음 ; 정진 옮김","레드스톤","2019","13000","어린이열람실"
"1989","EM0000382109","MC 813.7-한17ㅁ","무서워하지 마","한규호 글 ; 김보람 그림","받침없는동화","2019","7500","어린이열람실"
"1990","EM0000382110","MC 813.7-김57ㅁ=2","무지개 수프  : 김숙영 그림책","김숙영 글·그림","북극곰","2019","14000","어린이열람실"
"1991","EM0000382111","MC 843-스839ㅁ","물구나무서기","리사 스틱클리 글·그림  ; 유 아가다 옮김","책놀이·쥬","2019","12000","어린이열람실"
"1992","EM0000382112","J539-하843ㅂ","바다야 미안해 : 지구를 살리기 위한 한 소녀의 작지만 의미 있는 행동","조엘 하퍼 지음 ; 에린 오셔 그림","썬더키즈","2019","12000","어린이열람실"
"1993","EM0000382113","MC 863-바837ㅂ","보물을 품은 숲으로","에릭 바튀 지음  ; 이희정 옮김","한울림어린이","2019","13000","어린이열람실"
"1994","EM0000382114","J853-판833ㅂ-12","볼 빨간 로타의 비밀. 12, 흔들흔들 옥수수뱀과 춤을!","알리스 판터뮐러 글  ; 다니엘라 콜 그림 ; 이명원 옮김","제제의숲","2019","12000","어린이열람실"
"1995","EM0000382115","J472-아845ㅂ","봄 여름 가을 겨울  : 꽃과 잎이 그려 낸 사계절 이야기","헬렌 아폰시리 지음  ; 엄혜숙 옮김","이마주","2019","15000","어린이열람실"
"1996","EM0000382116","MC 833.8-이66ㅂ","봄을 기다려요","이와사키 교코 글  ; 도이 카야 그림 ; 김수정 옮김","키위북스","2019","13800","어린이열람실"
"1997","EM0000382117","MC 833.6-이59ㅂ","봄의 원피스","이시이 무쓰미 글  ; 후카와 아이코 그림  ; 김숙 옮김","김영사","2019","12000","어린이열람실"
"1998","EM0000382118","MC 811.8-정69ㅂ","봄이 오는 소리  = The sound of spring","정인철 글  ; 백은희 그림  ; 정세로 영문 번역","베틀북","2019","12000","어린이열람실"
"1999","EM0000382119","J811.8-이94ㅂ","봄이와 송이","이혜영 시  ; 김주현 그림","고래책빵","2019","11000","어린이열람실"
"2000","EM0000382120","MC 863-바837ㅂ","불을 뿜는 화산으로","에릭 바튀 지음  ; 이희정 옮김","한울림어린이","2019","13000","어린이열람실"
"2001","EM0000382121","J853-로43ㅂ","빈둥빈둥 투닉스왕","미라 로베 글  ; 수지 바이겔 그림  ; 조경수 옮김","시공주니어","2019","9000","어린이열람실"
"2002","EM0000382122","J811.3-임53ㅃ","뻥튀기 뻥야  : 임성화 동시조집","임성화 지음  ; 윤혜민 일러스트","청개구리","2019","10500","어린이열람실"
"2003","EM0000382123","MC 833.6-이59ㅅ","생선 도둑 토라","이시이 히로시 글·그림  ; 황진희 옮김","김영사","2019","12000","어린이열람실"
"2004","EM0000382124","MC 813.7-남225ㅅ","서랍 속 먼지 나라엔 무슨 일이!  : 남동윤 그림책","남동윤 지음","씨드북","2019","12000","어린이열람실"
"2005","EM0000382125","J001-멈848ㅈ","좀비에게서 살아남기 : 서바이벌 괴물 대백과","W. H. 멈프리 글 ; 크리스 킹 그림 ; 정경옥 번역","대원키즈","2019","9500","어린이열람실"
"2006","EM0000382126","J813.7-김68ㅅ","소년 영웅과 할아버지 독립군","김은식 지음  ; 김동성 그림","나무야","2019","13000","어린이열람실"
"2007","EM0000382127","J813.7-고57ㅅ","수상한 선글라스","고수산나 글 ; 박이름 그림","스푼북","2019","11000","어린이열람실"
"2008","EM0000382128","J813.7-박79ㅅ","수상한 알약 티롤","박진희 글  ; 이수현 그림","샘터","2019","12000","어린이열람실"
"2009","EM0000382129","J811.8-김94ㅅ","수탉 몬다의 여행","김현서 시  ; 홍지혜 그림","문학동네","2019","10500","어린이열람실"
"2010","EM0000382130","MC 863-파231ㅇ","(슈퍼맨처럼 힘센) 우리 아빠의 비밀","줄리에트 파라시니 드니 글  ; 조엘 드레드미 그림 ; 사과나무 옮김","크레용하우스","2019","12000","어린이열람실"
"2011","EM0000382131","J843-배229ㅅ","스톡스 할머니와 함께한 놀라운 하루!","데이비드 배디엘 글  ; 짐 필드 그림  ; 천미나 옮김","주니어김영사","2019","9500","어린이열람실"
"2012","EM0000382132","MC 863-쇼43ㅅ","신나는 정글 학교","벵자맹 쇼 글·그림  ; 염명순 옮김","여유당","2019","14000","어린이열람실"
"2013","EM0000382133","J813.7-이47ㅎ","(신통방통) 홈쇼핑","이분희 글  ; 이명애 그림","비룡소","2019","11000","어린이열람실"
"2014","EM0000382134","J811.8-윤39ㅆ","쌤통이다, 달님","윤미경 동시·그림","국민서관","2019","12000","어린이열람실"
"2015","EM0000382135","J499-보239ㅇ=2","(아기 돌고래 상괭이의) 우리 바다 여행  : 우리 바다에 사는 바다 동물","보리 글  ; 조광현 그림","보리","2019","15000","어린이열람실"
"2016","EM0000382136","MC 843-테828ㅇ","아기 동물은 어디 있을까요","브리타 테큰트럽 글·그림 ; 문주선 옮김","주니어RHK(주니어랜덤)","2019","12000","어린이열람실"
"2017","EM0000382137","J005.1-싱825ㅇ","아라, 별을 코딩하다","코말 싱, 구글에서 일하는 사람들 글 ; 이펙 코나크 그림 ; 홍지연 옮김","을파소","2019","14800","어린이열람실"
"2018","EM0000382138","J813.7-이91ㅇ","아무도 모를걸!","이하영 글  ; 김연주 그림","책고래","2019","10000","어린이열람실"
"2019","EM0000382139","J408-원67ㅇ","아빠가 된 대장 캥거루","원유순 ; 김종상 지음 ; 정지영 그림","삼성당","2019","9000","어린이열람실"
"2020","EM0000382140","J816.7-남51ㅇ","아빠와 함께 걷는 문학 길  : 전국의 대표 문학 길 14곳","남상욱, 송소진, 장치은 글  ; 우지현 그림","Mirae N 아이세움","2019","12000","어린이열람실"
"2021","EM0000382141","J813.7-임79ㅇ","아쉬람에 사는 아이","임지형 글  ; 이명애 그림","고래가숨쉬는도서관","2019","12000","어린이열람실"
"2022","EM0000382142","MC 833.6-노47ㅇ","악마와 천사","노부미 글·그림: 김난주 옮김","주니어랜덤","2019","12000","어린이열람실"
"2023","EM0000382143","MC 833.8-오35ㅇ","안 내면 진다! 가위바위보","오모리 히로코 글·그림  ; 김영주 옮김","북스토리아이","2019","12000","어린이열람실"
"2024","EM0000382144","MC 833.6-이69ㅇ","안녕, 나의 운동화","이이즈카 겐 글  ; 오자키 도모미 그림  ; 고향옥 옮김","토토북","2019","11000","어린이열람실"
"2025","EM0000382145","MC 863-램58ㅇ","안을 보면 밖을 보면","안느-마르고 램스타인, 마티아스 아르귀 지음","웅진씽크빅","2019","14000","어린이열람실"
"2026","EM0000382146","J813.7-정34ㅇ","어린 만세꾼  : 정명섭 장편동화","정명섭 지음 ; 김준영 그림","사계절","2019","11000","어린이열람실"
"2027","EM0000382147","J812.6-송39ㄷ","돌 씹어 먹는 아이","송미경 원작｜각색","문학동네","2019","6500","어린이열람실"
"2028","EM0000382148","J812.6-한67ㅉ","짜장면 로켓 발사","한윤섭 원작｜각색","문학동네","2019","6500","어린이열람실"
"2029","EM0000382149","J812.6-한67ㅎ","해리엇","한윤섭 원작｜각색","문학동네","2019","6500","어린이열람실"
"2030","EM0000382150","MC 863-조61ㅇ","어서 오세요","세바스티엥 조아니에 글 ; 요안나 콘세이요 그림 ; 최성웅 옮김","웅진주니어","2019","18000","어린이열람실"
"2031","EM0000382151","J813.7-장14ㅇ","언제나 3월 1일  : 열두 살 일구의 독립운동","장경선 글  ; 신민재 그림","씨앤톡","2019","11000","어린이열람실"
"2032","EM0000382152","MC 843-윌239ㅇ","언제나 빛나는 별처럼","진 윌리스 글 ; 브라이오니 메이 스미스 그림 ; 김현희 옮김","이퍼블릭","2019","11000","어린이열람실"
"2033","EM0000382153","MC 813.7-안44ㅇ","엄마는 행복이야","안병화 지음","봄봄","2019","10000","어린이열람실"
